id,market_id,selection_id,selection_name,odds,line
,3_68396835,0OU68396835O850_1,Over,1.90909091,8.5
,3_68396835,0OU68396835U850_3,Under,1.90909091,8.5
,1_68396835,0ML68396835_3,PHI Eagles,2.55,
,1_68396835,0ML68396835_1,DAL Cowboys,1.55555556,
,2_64983947,0HC64983947P300_3,LV Raiders,1.86956522,3.0
,2_64983947,0HC64983947N300_1,PIT Steelers,1.95238096,-3.0
,3_64983947,0OU64983947O3950_1,Over,1.90909091,39.5
,3_64983947,0OU64983947U3950_3,Under,1.90909091,39.5
,1_64983947,0ML64983947_3,LV Raiders,2.25,
,1_64983947,0ML64983947_1,PIT Steelers,1.68965518,
,3_68405985,0OU68405985O150_1,Over,1.55555556,1.5
,3_68405985,0OU68405985U150_3,Under,2.4,1.5
,3_68405984,0OU68405984O250_1,Over,2.45,2.5
,3_68405984,0OU68405984U250_3,Under,1.52631579,2.5
,3_68405987,0OU68405987O1850_1,Over,1.86956522,18.5
,3_68405987,0OU68405987U1850_3,Under,1.95238096,18.5
,3_68405986,0OU68405986O2050_1,Over,1.95238096,20.5
,3_68405986,0OU68405986U2050_3,Under,1.86956522,20.5
,129514900,0QA129514900#1405592320_13L88808Q12Q211120,11-20,2.3,
,129514900,0QA129514900#1405592432_13L88808Q13Q212130,21-30,3.05,
,129514900,0QA129514900#1405592317_13L88808Q11Q210110,0-10,4.4,
,129514900,0QA129514900#1405592435_13L88808Q14Q213140,31-40,10.0,
,129514900,0QA129514900#1405592455_13L88808Q15Q214150,41-50,36.0,
,129514900,0QA129514900#1405592458_13L88808Q16Q215199,51+,91.0,
,129514901,0QA129514901#1405592319_13L88808Q12Q211120,11-20,2.5,
,129514901,0QA129514901#1405592433_13L88808Q13Q212130,21-30,2.75,
,129514901,0QA129514901#1405592318_13L88808Q11Q210110,0-10,5.75,
,129514901,0QA129514901#1405592434_13L88808Q14Q213140,31-40,7.0,
,129514901,0QA129514901#1405592456_13L88808Q15Q214150,41-50,29.0,
,129514901,0QA129514901#1405592457_13L88808Q16Q215199,51+,76.0,
,129514851,0QA129514851#1405592268_13L88808Q10Q20,Yes,5.75,
,129514851,0QA129514851#1405592369_13L88808Q10Q21,No,1.11111112,
,129510553,0QA129510553#1405551342_13L88808Q11287276071Q20,Yes,1.83333334,
,129510553,0QA129510553#1405551343_13L88808Q1-2098810608Q20,No,1.90909091,
,3_68405995,0OU68405995O2650_1,Over,1.90909091,26.5
,3_68405995,0OU68405995U2650_3,Under,1.86956522,26.5
,1_68405988,0ML68405988_3,LV Raiders,2.0,
,1_68405988,0ML68405988_1,PIT Steelers,1.76923077,
,129515062,0QA129515062#1405593010_13L88808Q1-912857727Q20,Yes,1.90909091,
,129515062,0QA129515062#1405593011_13L88808Q1-215146454Q20,No,1.83333334,
,3_68405994,0OU68405994O950_1,Over,1.90909091,9.5
,3_68405994,0OU68405994U950_3,Under,1.86956522,9.5
,129514840,0QA129514840#1405592442_13L88808Q10Q221,Away Touchdown,3.85,
,129514840,0QA129514840#1405592448_13L88808Q10Q210,Away Field Goal,3.9,
,129514840,0QA129514840#1405592462_13L88808Q10Q220,Away Safety,71.0,
,129514840,0QA129514840#1405592256_13L88808Q10Q212,Home Touchdown,3.1,
,129514840,0QA129514840#1405592381_13L88808Q10Q213,Home Field Goal,3.8,
,129514840,0QA129514840#1405592404_13L88808Q10Q211,Home Safety,71.0,
,129514841,0QA129514841#1405592258_13L88808Q11Q21,Touchdown,1.74074075,
,129514841,0QA129514841#1405592379_13L88808Q12Q22,Field Goal,2.0,
,129514841,0QA129514841#1405592405_13L88808Q13Q23,Safety,29.0,
,2_68396859,0HC68396859P150_3,LV Raiders,1.86956522,1.5
,2_68396859,0HC68396859N150_1,PIT Steelers,1.95238096,-1.5
,3_68396859,0OU68396859O1950_1,Over,1.83333334,19.5
,3_68396859,0OU68396859U1950_3,Under,2.0,19.5
,1_68396859,0ML68396859_3,LV Raiders,2.15,
,1_68396859,0ML68396859_1,PIT Steelers,1.74074075,
,2_68396860,0HC68396860P150_3,LV Raiders,1.6451613,1.5
,2_68396860,0HC68396860N150_1,PIT Steelers,2.35,-1.5
,3_68396860,0OU68396860O750_1,Over,2.2,7.5
,3_68396860,0OU68396860U750_3,Under,1.71428572,7.5
,1_68396860,0ML68396860_3,LV Raiders,2.05,
,1_68396860,0ML68396860_1,PIT Steelers,1.8,
,2_64983951,0HC64983951P600_3,GB Packers,1.90909091,6.0
,2_64983951,0HC64983951N600_1,MIA Dolphins,1.90909091,-6.0
,3_64983951,0OU64983951O4650_1,Over,1.90909091,46.5
,3_64983951,0OU64983951U4650_3,Under,1.90909091,46.5
,1_64983951,0ML64983951_3,GB Packers,3.15,
,1_64983951,0ML64983951_1,MIA Dolphins,1.39215687,
,2_64937735,0HC64937735N150_3,DEN Broncos,1.90909091,-1.5
,2_64937735,0HC64937735P150_1,LA Rams,1.90909091,1.5
,3_64937735,0OU64937735O3550_1,Over,1.90909091,35.5
,3_64937735,0OU64937735U3550_3,Under,1.90909091,35.5
,1_64937735,0ML64937735_3,DEN Broncos,1.83333334,
,1_64937735,0ML64937735_1,LA Rams,2.0,
,2_64983954,0HC64983954N550_3,TB Buccaneers,1.90909091,-5.5
,2_64983954,0HC64983954P550_1,ARI Cardinals,1.90909091,5.5
,3_64983954,0OU64983954O4100_1,Over,1.86956522,41.0
,3_64983954,0OU64983954U4100_3,Under,1.95238096,41.0
,1_64983954,0ML64983954_3,TB Buccaneers,1.44444445,
,1_64983954,0ML64983954_1,ARI Cardinals,2.9,
,3_68406006,0OU68406006O150_1,Over,1.5882353,1.5
,3_68406006,0OU68406006U150_3,Under,2.3,1.5
,3_68406007,0OU68406007O250_1,Over,1.86956522,2.5
,3_68406007,0OU68406007U250_3,Under,1.8,2.5
,3_68406008,0OU68406008O1750_1,Over,2.0,17.5
,3_68406008,0OU68406008U1750_3,Under,1.83333334,17.5
,3_68406009,0OU68406009O2350_1,Over,1.95238096,23.5
,3_68406009,0OU68406009U2350_3,Under,1.86956522,23.5
,129514981,0QA129514981#1405592581_13L88808Q12Q211120,11-20,2.25,
,129514981,0QA129514981#1405592695_13L88808Q13Q212130,21-30,3.3,
,129514981,0QA129514981#1405592580_13L88808Q11Q210110,0-10,4.0,
,129514981,0QA129514981#1405592696_13L88808Q14Q213140,31-40,10.5,
,129514981,0QA129514981#1405592718_13L88808Q15Q214150,41-50,51.0,
,129514981,0QA129514981#1405592719_13L88808Q16Q215199,51+,91.0,
,129514980,0QA129514980#1405592694_13L88808Q13Q212130,21-30,2.5,
,129514980,0QA129514980#1405592582_13L88808Q12Q211120,11-20,2.95,
,129514980,0QA129514980#1405592697_13L88808Q14Q213140,31-40,5.0,
,129514980,0QA129514980#1405592579_13L88808Q11Q210110,0-10,9.5,
,129514980,0QA129514980#1405592717_13L88808Q15Q214150,41-50,18.0,
,129514980,0QA129514980#1405592720_13L88808Q16Q215199,51+,61.0,
,129514931,0QA129514931#1405592530_13L88808Q10Q20,Yes,5.5,
,129514931,0QA129514931#1405592631_13L88808Q10Q21,No,1.125,
,3_68406017,0OU68406017O2450_1,Over,1.86956522,24.5
,3_68406017,0OU68406017U2450_3,Under,1.90909091,24.5
,1_68406010,0ML68406010_3,TB Buccaneers,1.66666667,
,1_68406010,0ML68406010_1,ARI Cardinals,2.2,
,3_68406016,0OU68406016O950_1,Over,1.95238096,9.5
,3_68406016,0OU68406016U950_3,Under,1.83333334,9.5
,129514920,0QA129514920#1405592704_13L88808Q10Q221,Away Touchdown,2.75,
,129514920,0QA129514920#1405592710_13L88808Q10Q210,Away Field Goal,3.9,
,129514920,0QA129514920#1405592724_13L88808Q10Q220,Away Safety,71.0,
,129514920,0QA129514920#1405592518_13L88808Q10Q212,Home Touchdown,4.0,
,129514920,0QA129514920#1405592643_13L88808Q10Q213,Home Field Goal,4.4,
,129514920,0QA129514920#1405592666_13L88808Q10Q211,Home Safety,66.0,
,129514921,0QA129514921#1405592520_13L88808Q11Q21,Touchdown,1.66666667,
,129514921,0QA129514921#1405592641_13L88808Q12Q22,Field Goal,2.1,
,129514921,0QA129514921#1405592667_13L88808Q13Q23,Safety,29.0,
,2_64983958,0HC64983958N400_3,LA Chargers,1.90909091,-4.0
,2_64983958,0HC64983958P400_1,IND Colts,1.90909091,4.0
,3_64983958,0OU64983958O4700_1,Over,1.90909091,47.0
,3_64983958,0OU64983958U4700_3,Under,1.90909091,47.0
,1_64983958,0ML64983958_3,LA Chargers,1.51282052,
,1_64983958,0ML64983958_1,IND Colts,2.65,
,3_68406029,0OU68406029O250_1,Over,1.57142858,2.5
,3_68406029,0OU68406029U250_3,Under,2.35,2.5
,3_68406028,0OU68406028O250_1,Over,2.05,2.5
,3_68406028,0OU68406028U250_3,Under,1.68965518,2.5
,3_68406030,0OU68406030O2150_1,Over,2.0,21.5
,3_68406030,0OU68406030U2150_3,Under,1.83333334,21.5
,3_68406031,0OU68406031O2550_1,Over,1.86956522,25.5
,3_68406031,0OU68406031U2550_3,Under,1.95238096,25.5
,129515060,0QA129515060#1405592946_13L88808Q13Q212130,21-30,2.6,
,129515060,0QA129515060#1405592832_13L88808Q12Q211120,11-20,2.6,
,129515060,0QA129515060#1405592947_13L88808Q14Q213140,31-40,6.0,
,129515060,0QA129515060#1405592831_13L88808Q11Q210110,0-10,7.0,
,129515060,0QA129515060#1405592969_13L88808Q15Q214150,41-50,29.0,
,129515060,0QA129515060#1405592970_13L88808Q16Q215199,51+,76.0,
,129515059,0QA129515059#1405592945_13L88808Q13Q212130,21-30,2.35,
,129515059,0QA129515059#1405592833_13L88808Q12Q211120,11-20,3.7,
,129515059,0QA129515059#1405592948_13L88808Q14Q213140,31-40,3.9,
,129515059,0QA129515059#1405592968_13L88808Q15Q214150,41-50,12.0,
,129515059,0QA129515059#1405592830_13L88808Q11Q210110,0-10,14.0,
,129515059,0QA129515059#1405592971_13L88808Q16Q215199,51+,51.0,
,129515010,0QA129515010#1405592781_13L88808Q10Q20,Yes,5.5,
,129515010,0QA129515010#1405592882_13L88808Q10Q21,No,1.125,
,3_68406039,0OU68406039O2250_1,Over,1.86956522,22.5
,3_68406039,0OU68406039U2250_3,Under,1.90909091,22.5
,1_68406032,0ML68406032_3,LA Chargers,1.71428572,
,1_68406032,0ML68406032_1,IND Colts,2.1,
,3_68406038,0OU68406038O850_1,Over,1.83333334,8.5
,3_68406038,0OU68406038U850_3,Under,1.95238096,8.5
,129514999,0QA129514999#1405592955_13L88808Q10Q221,Away Touchdown,2.65,
,129514999,0QA129514999#1405592961_13L88808Q10Q210,Away Field Goal,4.5,
,129514999,0QA129514999#1405592975_13L88808Q10Q220,Away Safety,71.0,
,129514999,0QA129514999#1405592769_13L88808Q10Q212,Home Touchdown,3.65,
,129514999,0QA129514999#1405592894_13L88808Q10Q213,Home Field Goal,4.9,
,129514999,0QA129514999#1405592917_13L88808Q10Q211,Home Safety,76.0,
,129515000,0QA129515000#1405592771_13L88808Q11Q21,Touchdown,1.52631579,
,129515000,0QA129515000#1405592892_13L88808Q12Q22,Field Goal,2.4,
,129515000,0QA129515000#1405592918_13L88808Q13Q23,Safety,29.0,
